id_hal,Translation_id,line_id,source,translation,postedition
18,18,6,The monsoon was also late to arrive. Many areas suffered water shortages and farmers braced themselves for a possible drought.,Monzun také přijel pozdě. Mnoho oblastí utrpělo nedostatek vody a zemědělci se připravili na možné sucho.,Monzun také přišel později než obvykle. Mnoho oblastí trpělo nedostatkem vody a zemědělci se připravovali na možné sucho.
18,18,7,"The extended monsoon is not welcome among farmers. ""This amount of rain is not normal at this time of the year. It is making my vegetables - I've got cabbage, beans, peas and tomatoes at the moment - rot,"" said Prakash Mehra, a small farmer in Bhimtal in Uttarakhand.","Rozšířený monzun není mezi farmáři vítán. ""Toto množství deště není v této roční době normální. Vyrábí moji zeleninu - v tuto chvíli mám zelí, fazole, hrášek a rajčata - hnilobu,"" řekl Prakash Mehra, malý farmář v Bhimtalu v Uttarakhandu .","Prodloužené monzunové období nevidí farmáři rádi. „Takové množství deště není v této roční době normální. Způsobuje – momentálně u zelí, fazolí, hrášku a rajčat – hnilobu mojí zeleniny,“ řekl Prakash Mehra, malý farmář z Bhimtalu v Uttarákhandu."
18,18,8,"For consumers, the impact of the delayed and now late-receding monsoon has meant a rise in the price in the price of onions, an essential ingredient in Indian food. Onions are selling at 80 rupees (about £1) a kilo in cities such as Delhi and Mumbai, as opposed to the normal 20 rupees (23p).","Pro spotřebitele znamenal dopad zpožděného a nyní opožděného monzunu zvýšení ceny cibule, základní složky indického jídla. Cibule se prodávají za 80 rupií (asi 1 libra) za kilogram ve městech, jako je Dillí a Bombaj, na rozdíl od běžných 20 rupií (23p).","Pro spotřebitele znamená dopad zpožděného a nyní déle trvajícího monzunu zvýšení ceny cibule, základní složky indických pokrmů. Cibule se prodává za 80 rupií (cca 1 libra) za kilogram ve městech, jako je Dillí a Bombaj, na rozdíl od běžné ceny 20 rupií (23 pencí)."
19,19,1,"US sends troops, air defense systems to Saudi Arabia to deter Iran attacks","USA vysílají do Saúdské Arábie vojáky, systémy protivzdušné obrany, aby odrazily íránské útoky","USA posílají do Saúdské Arábie vojenské jednotky, systémy protivzdušné obrany, aby odrazily útoky Íránu"
19,19,2,"The U.S. is sending a Patriot missile battery, four ground-based radar systems, and 200 support troops to Saudi Arabia to deter Iran's increasingly aggressive behavior, officials announced Thursday.","USA odesílají raketovou baterii Patriot, čtyři pozemní radarové systémy a 200 podpůrných jednotek do Saúdské Arábie, aby odrazily stále agresivnější chování Íránu.","USA posílají do Saúdské Arábie raketovou baterii Patriot, čtyři pozemní radarové systémy a 200 podpůrných vojenských jednotek, aby se bránily proti stále agresivnějšímu chování Íránu, oznámily ve čtvrtek úřady."
19,19,3,"A THAAD missile defense system and two additional Patriot missile batteries are prepared to go if needed, the Pentagon said.","Raketový obranný systém THAAD a dvě další raketové baterie Patriot jsou připraveny v případě potřeby jít, řekl Pentagon.","Raketový obranný systém THAAD a další dvě raketové baterie Patriot jsou v případě potřeby připraveny, řekl Pentagon."
19,19,4,"""Other countries have called out Iranian misadventures in the region, and we look for them to contribute assets in an international effort to reinforce Saudi Arabia's defense,"" Pentagon spokesman Jonathan Hoffman said.","""Jiné země vyzvaly íránské zneužívání v tomto regionu a my hledáme, aby přispěli prostředky v mezinárodním úsilí o posílení obrany Saúdské Arábie,"" řekl mluvčí Pentagonu Jonathan Hoffman.","„Další země vyzvaly Írán, aby upustil od násilného chování v tomto regionu, a my se snažíme, aby se aktivně zapojily do mezinárodní snahy o posílení obrany Saúdské Arábie,“ řekl mluvčí Pentagonu Jonathan Hoffman."
19,19,5,"Last week, Defense Secretary Mark Esper said more troops would deploy to the Middle East as a ""defensive"" measure to help protect against attacks from Iran.","Minulý týden ministr obrany Mark Esper uvedl, že další jednotky budou nasazeny na Blízký východ jako „obranné“ opatření na ochranu před útoky z Íránu.","Americký ministr obrany Mark Esper minulý týden uvedl, že další jednotky budou nasazeny na Blízký východ jako „obranné“ opatření na ochranu před útoky ze strany Íránu."
19,19,6,Esper said the deployment was a first step toward addressing Iran's increasingly violent acts in the region -- including this month's drone attack on Saudi Arabian oil facilities -- and he called on other nations to step up and condemn the attacks.,"Esper uvedl, že rozmístění bylo prvním krokem k řešení stále násilnějších činů Íránu v regionu - včetně tohoto útoku dronů na tento měsíc na saúdskoarabská ropná zařízení - a vyzval další země, aby útoky zintenzívnily a odsoudily.","Esper řekl, že rozmístění jednotek bylo prvním krokem k řešení stále agresivnějšího chování Íránu v daném regionu – včetně útoku dronů na saúdskoarabská ropná zařízení tento měsíc – a vyzval další země, aby rychle jednaly a odsoudily tyto útoky."
19,19,7,"Iran-backed Houthi rebels in Yemen claimed responsibility for the Sept. 14 attack on the world's largest oil processing plant and a major oil field, but the U.S. and Saudi Arabia blamed Iran directly. Iran has denied involvement in the attack.","Íránem podporovaní reholové Houthi v Jemenu si nárokovali odpovědnost za útok ze 14. září na největší ropnou továrnu na zpracování ropy a hlavní ropné pole, ale USA a Saúdská Arábie obviňují Irán přímo. Írán odmítl účast na útoku.","Íránem podporovaní Houthi rebelové v Jemenu se přihlásili k odpovědnosti za útok ze 14. září na největší saúdské ropné zařízení a hlavní ropné pole, ale USA a Saúdská Arábie obviňují přímo Irán. Írán odmítl, že se na útoku podílel."
19,19,8,"""It is clear [...] that the weapons used were Iranian-produced and were not launched from Yemen,"" Esper said Friday, noting that all signs indicate ""Iran was responsible for the attack.""","""Je jasné [...], že použité zbraně byly vyrobeny v Íránu a nebyly vypuštěny z Jemenu,"" řekl Esper v pátek a poznamenal, že všechna označení ukazují, že za útok byl zodpovědný Írán. ""","„Je jasné [...], že zbraně použité při útoku byly vyrobené v Íránu a nebyly vypuštěné z Jemenu,“ řekl Esper v pátek a poznamenal, že všechny indicie naznačují, že za útok byl zodpovědný Írán."
