id_hal,Translation_id,line_id,source,translation,postedition
7,7,8,"In Canada, there is just one LNG project under development right now - LNG Canada - but it could have a final capacity of 28 million tons of the fuel annually. The US$31-billion project is led by Shell, with minority participants including Petronas, PetroChina, Mitsubishi, and Kogas.","V Kanadě se právě vyvíjí pouze jeden projekt LNG - LNG Kanada - ale může mít konečnou kapacitu 28 milionů tun paliva ročně. Projekt v hodnotě 31 miliard USD je veden společností Shell s účastníky menšin včetně Petronas, PetroChina, Mitsubishi a Kogas.","V Kanadě se momentálně vyvíjí pouze jeden projekt LNG – LNG Kanada – ale konečná kapacita může být až 28 milionů tun paliva ročně. Projekt v hodnotě 31 miliard USD řídí společnost Shell za účasti menších podniků, jako jsou Petronas, PetroChina, Mitsubishi a Kogas."
8,8,1,Military Sees Frustrating Trend As Suicides Spike,Vojenské vidí frustrující trend jako sebevraždy Spike,Frustrující trend prudkého nárůstu počtu sebevražd v armádě
8,8,2,"Military suicides surged this year to a record high among active duty troops, continuing a deadly trend that Pentagon officials say is frustrating and they are struggling to counter.","Vojenské sebevraždy letos vzrostly na rekordní úroveň mezi vojáky v aktivní službě a pokračovaly v smrtícím trendu, který podle úředníků Pentagonu frustrují a snaží se čelit.","Počet sebevražd v armádě mezi vojáky v aktivní službě letos vzrostl na rekordní úroveň a pokračuje ve smrtícím trendu, který je podle úředníků Pentagonu frustrují a jemuž se snaží čelit."
8,8,3,"The Army, Navy and Marine Corps all saw the rate of suicides go up as well as the overall numbers, with only the Air Force showing a decrease, according to data released by the Pentagon Thursday. Suicides among members of the Reserves and the National Guard also grew.","Armáda, námořnictvo a námořní sbor všichni viděli nárůst sebevražd stoupat, stejně jako celkový počet, přičemž pouze letectvo vykazuje pokles, podle údajů zveřejněných čtvrtek Pentagonu. Rovněž vzrostly sebevraždy mezi příslušníky Rezerv a Národní gardy.","Armáda, námořnictvo a pěchota registrují rostoucí počet sebevražd, stejně jako jejich celkový počet, přičemž pouze u letectva došlo k poklesu, jak vyplývá z údajů zveřejněných ve čtvrtek Pentagonem. Rovněž narostl počet sebevraždy mezi příslušníky rezerv a Národní gardy."
8,8,4,The difficulties involved in identifying service members with possible problems and finding ways to prevent suicides were underscored earlier this month when the Navy reported that three crew members who served on the USS George H.W. Bush took their own lives within a week.,"Problémy spojené s identifikací členů služby s možnými problémy a hledání způsobů, jak zabránit sebevraždám, byly zdůrazněny začátkem tohoto měsíce, kdy námořnictvo oznámilo, že tři členové posádky, kteří sloužili na USS George H.W. Bush si vzal svůj vlastní život do týdne.","Problémy spojené s identifikací vojáků v aktivní službě, kteří mohou mít problémy, a hledání způsobů, jak zabránit sebevraždám, byly zdůrazněny na začátku tohoto měsíce, kdy námořnictvo oznámilo, že tři členové posádky, kteří sloužili na lodi USS George H.W. Bush, si vzali život během jednoho týdne."
8,8,5,"Asked about the deaths in the crew of the aircraft carrier, Defense Secretary Mark Esper said, ""I wish I could tell you we have an answer to prevent further, future suicides in the Armed Services. We don't. We are caught up in what some call a national epidemic of suicide among our youth.""","Na otázku o úmrtích v posádce letadlové lodi řekl ministr obrany Mark Esper: „Přál bych si, abych vám mohl odpovědět, abychom zabránili dalším budoucím sebevraždám v ozbrojených službách. co někteří nazývají národní epidemií sebevraždy mezi naší mládeží. “","Na dotaz ohledně úmrtí členů posádky letadlové lodi odpověděl ministr obrany Mark Esper: „Přál bych si, abych vám mohl odpovědět, že můžeme zabránit dalším sebevraždám v ozbrojených složkách. Ale nemůžeme. Nacházíme se v situaci, kterou někteří nazývají národní epidemií sebevražd mezi dnešní mládeží.“"
8,8,6,"The number of suicides across the military increased from 511 in 2017 to 541 in 2018. According to the Pentagon, the most at-risk population is young enlisted men, and at least 60 percent of the time they chose a gun as their suicide method. Army suicides went from 114 to 139, while the Marines went from 43 to 58 and the Navy went from 65 to 68. The Air Force dipped from 63 to 60.","Počet sebevražd napříč armádou vzrostl z 511 v roce 2017 na 541 v roce 2018. Podle Pentagonu je nejvíce ohroženou populací mladí narušení muži a nejméně 60 procent času, kdy si jako sebevraždu vybrali zbraň. Armáda sebevraždy šla od 114 k 139, zatímco Marines šel od 43 k 58 a námořnictvo šlo od 65 k 68. Letectvo se ponořilo od 63 k 60.","Počet sebevražd v armádě vzrostl z 511 v roce 2017 na 541 v roce 2018. Podle Pentagonu jsou nejvíce ohroženou skupinou populace mladí muži s psychickými problémy a nejméně v 60 % případů si jako prostředek k sebevraždě zvolí střelnou zbraň. Počet sebevražd v armádě vzrostl ze 114 na 139, v pěchotě ze 43 na 58 a v námořnictvu z 65 na 68. U letectva se počet snížil z 63 na 60."
8,8,7,"""Our numbers are not moving in the right direction,"" said Elizabeth Van Winkle, director of the Pentagon's office of force resiliency. She said that most of the military rates are comparable to civilians, but added, ""that's hardly comforting.""","„Naše čísla se nepohybují správným směrem,“ řekla Elizabeth Van Winkle, ředitelka úřadu síly Pentagonu. Řekla, že většina vojenských sazeb je srovnatelná s civilisty, ale dodala: „to je stěží uklidňující.“","„Tato čísla se nepohybují správným směrem,“ řekla Elizabeth Van Winkleová, ředitelka sekce Pentagonu pro bojovou pohotovost. Řekla, že počet armádních sebevražd je srovnatelný s počtem civilních sebevražd, ale dodala: „To je sotva uklidňující.“"
8,8,8,"Military and defense leaders expressed dismay and a resolve to do more to increase resilience in the force, train service members how to handle stress better and encourage troops to seek help when they need it. Van Winkle said the military is also looking at increasing efforts to train troops on the safe storage of firearms and medication. She said there are no consistent rules or regulations across the department and the services requiring gun locks or other controls on firearms, but that some states or bases have their own restrictions.","Vojenští a obranní vůdci vyjádřili zděšení a odhodlání udělat více pro zvýšení odolnosti síly, vyškolit členy služby, jak lépe zvládat stres a povzbuzovat vojáky, aby hledali pomoc, když ji potřebují. Van Winkle řekl, že armáda se také dívá na zvyšující se úsilí vycvičit vojáky na bezpečné skladování střelných zbraní a léků. Řekla, že neexistují jednotná pravidla a předpisy napříč ministerstvem a službami vyžadujícími zámky na zbraně nebo jiné kontroly střelných zbraní, ale že některé státy nebo základny mají svá vlastní omezení.","Velitelé armády a obranných sil vyjádřili zděšení a odhodlání zvýšit odolnost příslušníků vojenských jednotek, vyškolit členy služby, jak lépe zvládat stres a povzbuzovat jednotky, aby vyhledaly pomoc, když ji potřebují. Van Winkleová řekla, že armáda také zvyšuje úsilí vycvičit vojáky, aby bezpečně skladovali střelné zbraně a léky. Řekla, že neexistují jednotná pravidla a předpisy napříč ministerstvem a službami, podle kterých by byly povinné zámky ve skladech se zbraněmi nebo jiné kontroly střelných zbraní, ale že některé státy a základny mají svá vlastní omezení."
9,9,1,"Sony, Disney Back To Work On Third Spider-Man Film","Sony, Disney zpátky do práce na třetím filmu Spider-Man","Disney se vrací, bude spolupracovat se Sony na třetím sólovém Spider-Man filmu"
9,9,2,"Looks like there will be a homecoming of sorts for Spider-Man, now that Disney and Sony have settled their differences.","Vypadá to, že se Spider-Man vrátí domů, nyní, když Disney a Sony vyřešily své rozdíly.","Vypadá to, že se Spider-Man vrátí domů, když Disney a Sony vyřešily své rozpory."
9,9,3,The two studios announced on Friday that they will collaborate on a third Spider-Man film starring Tom Holland.,"Tato dvě studia v pátek oznámila, že budou spolupracovat na třetím filmu Spider-Man, v němž bude hrát Tom Holland.","Tato dvě filmová studia v pátek oznámila, že budou spolupracovat na třetím Spider-Man filmu, v němž bude hrát hlavní roli Tom Holland."
9,9,4,"The as yet untitled film will be released on July 16, 2021, and be produced by the Disney-owned Marvel Studios and its president, Kevin Feige, according to a press release sent by both studios.",Dosud nepojmenovaný film bude uveden na trh 16. července 2021 a bude vyroben Disneyem vlastněnými Marvel Studios a jeho prezidentem Kevinem Feigeem podle tiskové zprávy zaslané oběma studii.,"Dosud nepojmenovaný film bude uveden na trh 16. července 2021 a bude vyroben ve studiu Marvel, které Disney vlastní, a jeho prezidentem Kevinem Feigeem, stojí v tiskové zprávě vydané oběma studii."
9,9,5,"Amy Pascal will also produce through Pascal Pictures, as she has on the first two Holland-led films, the release said.","Amy Pascal bude produkovat také prostřednictvím Pascal Pictures, protože má na prvních dvou filmech vedených v Holandsku, uvedla zpráva.","Amy Pascalová bude producentkou filmu prostřednictvím Pascal Pictures, stejně jako u prvních dvou filmů s Hollandem, uvádí zpráva."
9,9,6,"""I am thrilled that Spidey's journey in the MCU will continue, and I and all of us at Marvel Studios are very excited that we get to keep working on it,"" Feige said in the release. ""Spider-Man is a powerful icon and hero whose story crosses all ages and audiences around the globe.""","""Jsem nadšený, že Spideyova cesta v MCU bude pokračovat, a já a všichni z nás v Marvel Studios jsme velmi nadšeni, že na tom budeme pokračovat,"" uvedl Feige ve zprávě. „Spider-Man je mocná ikona a hrdina, jehož příběh překračuje všechny věkové kategorie a publikum po celém světě.“","„Jsem nadšený, že Spideyho cesta do MCU bude pokračovat, a já i všichni ve studiu Marvel jsme velmi vzrušeni, že se na tom budeme podílet,“ uvedl Feige ve zprávě. „Spider-Man je mocná ikona a hrdina, jehož příběh překračuje všechny věkové kategorie a publikum na celém světě.“"
9,9,7,The agreement also allows Spidey to appear in a future Marvel Studios film.,"Tato dohoda také umožňuje, aby se Spidey objevil v budoucím filmu Marvel Studios.","Tato dohoda také umožňuje, aby se Spidey objevil i v budoucím filmu studia Marvel."
9,9,8,Feige acknowledged the collaboration makes the webslinger unique among superheroes.,"Feige uznala spolupráci, díky které je webslinger mezi superhrdiny jedinečný.","Feige potvrdil, že spolupráce dělá pavoučího muže jedinečným mezi superhrdiny."
10,10,1,"The All England Club, which hosts the Wimbledon tournament, handed the fine to Williams after she reportedly caused damage during a practice round on the outside courts on June 30, according to The Associated Press and CNN.","All England Club, který pořádá turnaj ve Wimbledonu, předal pokutu Williamsovi poté, co údajně způsobila škodu během tréninkového kola na vnějších soudech 30. června podle agentů The Associated Press a CNN.","Podle tiskové agentury The Associated Press a CNN, All England Club, který pořádá turnaj ve Wimbledonu, udělil pokutu Williamsové poté, co údajně způsobila škodu během tréninku na venkovních kurtech 30. června."
10,10,2,The 37-year-old tennis star appeared to shrug off the fine while speaking to reporters after winning the quarterfinal round against Alison Riske on Tuesday.,"Zdálo se, že 37letá tenisová hvězda pokrčila pokutu, když hovořila s reportéry poté, co v úterý vyhrála čtvrtfinále proti Alison Riske.","Zdálo se, že 37letá tenisová hvězda pokutu ignorovala, když hovořila s reportéry poté, co v úterý vyhrála čtvrtfinále proti Alison Riskeové."
10,10,3,"""I haven't really thought about it, to be honest,"" she said when asked about the fine. ""I just threw my racquet. I got fined.""","„Opravdu jsem o tom nepřemýšlela, abych byla upřímná,“ řekla, když se zeptala na pokutu. ""Právě jsem hodil raketu. Dostal jsem pokutu.""","„Opravdu jsem o tom nepřemýšlela, abych byla upřímná,“ řekla, když se jí zeptali na pokutu. „Jenom jsem zahodila raketu. A dostala jsem pokutu.“"
10,10,4,Williams said she didn't know how that could've caused damage.,"Williams řekla, že nevěděla, jak by to mohlo způsobit škodu.","Williamsová řekla, že nevěděla, jakou by to mohlo způsobit škodu."
10,10,5,"""I mean, I guess if you could tell me, I would appreciate it,"" she told reporters. ""I mean, I have always been an Avenger in my heart. Maybe I'm super strong. I don't know.""","„Myslím, myslím, že kdybys mi to mohla říct, ocenil bych to,“ řekla novinářům. „Myslím tím, že jsem vždy byl mstitelem v mém srdci. Možná jsem super silný. Nevím.“","„Myslím, že kdyby mi to řekli, ocenila bych to,“ řekla novinářům. „Myslím tím, že jsem vždycky byla Avengerem ve svém srdci. Možná jsem super silná. Nevím.“"
10,10,6,"Williams is after her eighth Wimbledon title, which would be her 24th grand slam victory. She is advancing to the singles semifinals on Thursday against Czech player Barbora Strýcová.","Williams je po svém osmém Wimbledonově titulu, což by bylo její 24. velké vítězství. Ve čtvrtek postupuje do semifinále singlů proti české hráčce Barbora Strýcové.","Williamsová získala osmý titul z Wimbledonu, což by bylo její 24. velké vítězství v grandslamu. Ve čtvrtek postupuje do semifinále ženského single proti české hráčce Barboře Strýcové."
10,10,7,"Williams was also fined a total of $17,000 last year after she defended herself against an umpire at the U.S. Open who accused her of illegally communicating with her coach during a match.","V loňském roce byla Williamsovi uložena pokuta celkem 17 000 $ poté, co se obhájila proti rozhodčímu na US Open, který ji během zápasu obvinil z nezákonné komunikace se svým trenérem.","V loňském roce byla Williamsové uložena pokuta v celkové výši 17 000 dolarů poté, co se obhájila proti rozhodčímu na US Open, který ji obvinil z nezákonné komunikace se svým trenérem během zápasu."
10,10,8,"During that incident, the umpire issued three code violations to Williams: One for receiving illegal coaching, a second for breaking her tennis racket in frustration and a third after she confronted the umpire and called him a ""thief.""","Během té události, rozhodčí vydal Williamsovi tři porušení kódu: Jeden za získání nezákonného koučování, druhý za zlomení její tenisové rakety ve frustrace a třetí poté, co se postavila před rozhodčího a nazvala ho „zlodějem“.","Během tohoto zápasu udělil rozhodčí Williamsové tři napomenutí: jedno za přijetí nezákonného koučování, druhé za zlomení tenisové rakety v afektu a třetí poté, co se slovně střetla s rozhodčím a nazvala ho „zlodějem“."
11,11,1,"Pete Townshend explained what was going on to the audience: ""It sounds like he cannot do any more, I'm afraid...""","Pete Townshend vysvětlil, co se děje publiku: ""Zní to, že už nemůže dělat víc, obávám se ...""","Pete Townshend vysvětlil publiku, co se děje: „Bohužel to vypadá, že už nemůže dělat víc...“"
11,11,2,"The band left the stage, originally suggesting they would try to work out the rest of the set without Roger.","Kapela opustila pódium a původně naznačovala, že by se pokusili vyřešit zbytek setu bez Rogera.","Kapela opustila pódium a původně uvažovala, že by se pokusila dohrát zbytek koncertu bez Rogera."
11,11,3,"When he returned, Townsend said: ""I'm really, really sorry. Roger cannot actually speak now.","Když se vrátil, Townsend řekl: „Je mi to opravdu líto. Roger teď nemůže mluvit.","Když se Townsend vrátil na pódium, řekl: „Je mi to opravdu moc líto. Roger teď nemůže mluvit."
11,11,4,"""Apparently, before the show, he saw a doctor, and you know, he's been singing so f***ing great through this tour. I don't know what the f*** is going on. He has been on top of his game.","„Zjevně, před představením, viděl doktora, a víte, on zpíval tak skvěle skrz toto turné. Nevím, co se to f *** děje. Byl na vrcholu jeho hry.","„Zjevně před představením mluvil se svým doktorem, a vy víte, že na tomhle turné zpíval zatraceně dobře. Nevím, co se to k ***a děje. Byl na vrcholu svého vystoupení."
11,11,5,"""I'm really sorry this has happened to you guys tonight... I don't think there is much point trying to put anything together that makes any sense because this is Roger's show and he's not in good shape.""","""Je mi opravdu líto, že se vám to dnes večer stalo ... Nemyslím si, že by se mělo hodně snažit dát něco dohromady, což dává smysl, protože tohle je Rogerova show a není v dobré kondici.""","„Opravdu mě moc mrzí, co se dneska večer stalo, kamarádi ... Nemyslím, že má smysl pokoušet se dát dohromady něco smysluplného, protože tohle je Rogerova show a ten není v dobré kondici.“"
11,11,6,"The crowd was completely supportive, cheering the 74-year-old as he explained what had happened and how the band hoped to return to honour their commitment to the show.","Dav byl naprosto podporující a povzbuzoval 74-letého muže, když vysvětloval, co se stalo a jak se kapela doufala vrátit, aby splnila svůj závazek vůči show.","Dav vše naprosto chápal a povzbuzoval 74letého muže, když vysvětloval, co se stalo a že kapela doufala, že se vrátí na pódium, aby splnila svůj závazek vůči publiku."
11,11,7,"Townsend said; ""We will publish a date for our return as soon as we can. Let me explain one thing... We only do one day on, one day off. This is because Roger's vocal surgeon insists he has a day off...","Townsend řekl; ""Budeme zveřejňovat datum našeho návratu, jakmile to půjde. Dovolte mi vysvětlit jednu věc ... Děláme jen jeden den, jeden den volna. Je to proto, že Rogerův vokální chirurg trvá na tom, že má volno ...""","Townsend řekl; „Jakmile to půjde, zveřejníme datum našeho návratu. Chci vám vysvětlit jednu věc ... Děláme vždy jen jeden den a jeden den máme volno. Důvodem je, že Rogerův hlasový chirurg trvá na tom, aby dnes nepracoval ...“"
11,11,8,"""I swear to you we will come back and we will honour your tickets. I love you so much and I'm sorry to let you down.""","„Přísahám, že se vrátíme a budeme ctít vaše lístky.","„Slibuji vám, že se vrátíme a splníme to, co očekáváte za své peníze. Mám vás moc rád a je mi líto, že jsme vás tolik zklamali.“"
12,12,1,"Amari Allen, a 12-year-old student at the private K-12 Christian school, said the boys called her dreadlocks ""ugly"" and ""nappy"" before cutting them off on the playground during recess.","Amari Allen, dvanáctiletá studentka soukromé křesťanské školy K-12, uvedla, že chlapci ji nazvali dredy „ošklivými“ a „plenkami“, než je během přestávky odřízli na hřišti.","Amari Allenová, dvanáctiletá studentka soukromé křesťanské školy, uvedla, že chlapci nejprve nazvali její dredy „ošklivými plenkami“, a poté jí je během přestávky ustřihli na školním hřišti."
12,12,2,"""They kept laughing and calling me names,"" Amari told CBS affiliate WUSA-TV, tearing up. ""They called me 'ugly,' said, 'I shouldn't have been born.' They called me 'an attention-seeker.'""","„Pořád se smáli a volali mi jména,“ řekla Amari a přidružila se k WUSA-TV přidružené k CBS. ""Říkali mi ošklivé,"" řekl, ""neměl jsem se narodit."" Říkali mi 'hledač pozornosti.' “","„Pořád se mi smáli a nadávali mi,“ řekla Amari komerční televizní stanici WUSA, divizi korporace CBS. „Říkali mi, že jsem ošklivá,“ uvedla, „neměla jsem se narodit. Říkali, že chci být ‚středem pozornosti‘.“"
12,12,3,"According to WUSA, one of the boys allegedly covered Amari's mouth while another held her hands behind her back and a third took a pair of scissors to her dreadlocks.","Podle WUSA jeden z chlapců údajně zakryl Amari ústa, zatímco druhý držel její ruce za zády a třetí vzala do svých dredů nůžky.","Podle WUSA měl jeden z chlapců ucpat Amari rukou ústa, zatímco druhý jí přidržel ruce za zády a třetí držel nůžky, kterými jí dredy ostříhal."
12,12,4,Amari didn't tell her family about the incident until after her grandmother noticed the length of her hair had changed.,"Amari o incidentu neřekla své rodině, dokud si její babička nevšimla délky jejích vlasů.","Amari neřekla o incidentu svojí rodině, dokud si její babička nevšimla, že má jiné vlasy."
12,12,5,"""They ran off laughing, and I was just sitting there,"" Amari said.","„Utíkali se smát a já jsem tam jen seděl,“ řekla Amari.","„Utekli se smíchem pryč a já jsem tam jen seděla,“ řekla Amari."
12,12,6,"The alleged incident occurred on Monday, but the shy preteen said she didn't tell her family about it until Wednesday, after her grandmother noticed her hair looked different. She feared retaliation if she confessed the truth, she said.","K údajnému incidentu došlo v pondělí, ale plachý nedospělý řekl, že o tom své rodině neřekla až ve středu poté, co si její babička všimla, že její vlasy vypadají jinak. Když se přiznala pravdě, obávala se odvetných opatření, řekla.","K údajnému incidentu došlo v pondělí, ale plaché děvče o něm své rodině nic neřeklo až do středy, kdy si její babička všimla, že její vlasy vypadají jinak. Řekla, že se bála odvety, pokud by šla s pravdou ven."
12,12,7,"""It's very painful,"" said Cynthia Allen, Amari's grandmother. ""I want to see them dismissed from the school. I want to see something done.""","„Je to velmi bolestivé,“ řekla Cynthia Allenová, Amariina babička. „Chci, aby byli propuštěni ze školy. Chci vidět něco hotového.“","„Je to velmi bolestivé,“ řekla Cynthia Allenová, Amariina babička. „Chci, aby je vyloučili ze školy. Chci vidět, že s tím někdo něco udělá.“"
12,12,8,"Allen's family pays nearly $12,000 per year for Amari to attend the school, which made headlines earlier this year after Karen Pence took an art teaching job at the famously anti-LGBTQ institution.","Allenova rodina zaplatí za Amari ročně téměř 12 000 dolarů ročně, což znamenalo titulky začátkem tohoto roku poté, co Karen Pence nastoupila na uměleckou výuku na slavnou anti-LGBTQ instituci.","Allenova rodina platí školné za Amari téměř 12 000 dolarů ročně, čemuž věnoval tisk zvýšenou pozornost na začátku letošního roku poté, co Karen Penceová začala působit v proslulé instituci anti-LGBTQ."
13,13,1,Jonathan Van Ness Just Hung Out With Nancy Pelosi And They've Got A Plan,Jonathan Van Ness právě vyrazil s Nancy Pelosi a dostali plán,"Jonathan Van Ness se setkal s Nancy Pelosiovou, mají plán"
13,13,2,"""Queer Eye"" star Jonathan Van Ness strutted his stuff on Capitol Hill on Thursday, joining forces with House Speaker Nancy Pelosi (D-Calif.) to discuss the Equality Act.","Hvězda „Queer Eye“ Jonathan Van Ness ve čtvrtek natáhla své věci na Capitol Hill a spojila své síly s House Speaker Nancy Pelosi (D-Calif.), Aby diskutovala o zákonu o rovnosti.","Hvězda televizního programu „Queer Eye“ Jonathan Van Ness ve čtvrtek přišel se svými věcmi na Capitol Hill a sešel se s předsedkyní Sněmovny reprezentantů Nancy Pelosiovou (dep.Kalif.), aby společně projednali zákon o rovnosti."
13,13,3,"The Equality Act would extend nondiscrimination protections to LGBTQ individuals in credit, education, employment, housing, federal financial assistance, jury service and public accommodations.","Zákon o rovnosti by rozšířil nediskriminační ochranu na osoby LGBTQ v oblasti úvěrů, vzdělávání, zaměstnání, bydlení, federální finanční pomoci, poroty a veřejného ubytování.","Zákon o rovnosti by rozšířil ochranu proti diskriminaci pro osoby s menšinovým sexuálním zaměřením v oblasti úvěrů, vzdělávání, zaměstnání, bydlení, federální finanční pomoci, soudnictví a veřejného ubytování."
13,13,4,The bill would amend the Civil Rights Act of 1964 to include sexual orientation and gender identity to the list of already protected classes.,"Návrh zákona by změnil zákon o občanských právech z roku 1964 tak, aby zahrnoval sexuální orientaci a genderovou identitu do seznamu již chráněných tříd.","Návrh zákona by pozměnil původní zákon o občanských právech z roku 1964 v tom smyslu, že by zahrnoval také sexuální orientaci a genderovou identitu do seznamu již chráněných kategorií."
13,13,5,"Van Ness, who recently publicly came out as HIV positive, first shared a video of himself cat-walking in the Capitol, explaining in his caption that he'd met with the House speaker to talk Equality Act, living with HIV and access to PrEP (an HIV preventative medication):","Van Ness, který nedávno veřejně vyšel jako HIV pozitivní, se nejprve podělil o video své kočky, která chodila v Capitolu, a ve svém titulku vysvětlil, že se setkal s mluvčím domu, aby mluvil o zákoně o rovnosti, žil s HIV a přístup k PrEP. (preventivní léky proti HIV):","Van Ness, který nedávno veřejně přiznal, že je HIV pozitivní, se nejprve podělil o video své kočky, jak chodí po Capitolu, kde v titulku vysvětlil, že se setkal s mluvčí Bílého domu, aby prodiskutovali zákon o rovnosti, život s HIV a přístup k PrEP (léky na prevenci proti HIV):"
13,13,6,"He then shared a longer post picturing the two of them arm in arm, urging his followers to stand up to Senate Majority Leader Mitch McConnell (R-Ky.) and apply pressure to GOP senators to bring the Equality Act up for a Senate vote:","Poté sdílel delší post zobrazující obě z nich ruku v ruce a naléhavě vyzval své stoupence, aby se postavili před vůdce většiny Senátu Mitch McConnell (R-Ky.) A aby vyvíjeli tlak na senátory GOP, aby zákon o rovnoprávnosti postavili do senátního hlasování:","Poté sdílel delší příspěvek zobrazující oba, jak se drží za ruce, a naléhal na své stoupencey, aby se postavili před lídra většiny v senátu Mitche McConnella (Rep.-Ky.) a vyvinuli nátlak na senátory GOP, aby zákon o rovnosti prošel hlasováním v Senátu:"
13,13,7,Pelosi introduced the Equality Act on March 13. The House passed the legislation in May. It has not yet been brought to the Senate floor.,Pelosi zavedl zákon o rovnosti 13. března. Parlament přijal právní předpisy v květnu. Dosud nebyl přinesen do Senátu.,Pelosiová přednesla návrh zákona o rovnosti 13. března. Parlament zákon v květnu schválil. Dosud neprošel hlasováním v Senátu.
13,13,8,"In August, the Trump administration asked the Supreme Court to essentially legalize anti-gay discrimination in the workplace, arguing in an amicus brief that the federal laws on employer discrimination in the Civil Rights Act of 1964 were not intended to protect individuals from being fired based on their sexual orientation.","V srpnu požádala Trumpova správa Nejvyšší soud, aby v zásadě legalizoval anti-homosexuální diskriminaci na pracovišti, a ve zkratce amicus tvrdil, že federální zákony o diskriminaci zaměstnavatelů v zákoně o občanských právech z roku 1964 neměly za cíl chránit jednotlivce před propuštěním na jejich sexuální orientaci.","V srpnu požádala Trumpova administrativa Nejvyšší soud, aby de facto legalizoval diskriminaci gayů na pracovišti, přičemž formou amicus brief tvrdila, že federální zákony o diskriminaci zaměstnavatelů v zákoně o občanských právech z roku 1964 neměly za cíl chránit jednotlivce před propuštěním kvůli jejich sexuální orientaci."
14,14,1,"In the year since she organized school walkouts in her native Sweden to protest climate change, Greta Thunberg's environmental crusade has been unavoidable, culminating on Monday in an angry and passionate speech before the UN's Climate Action Summit, in which she lambasted politicians for stealing her ""dreams"" and her ""childhood"" with ""empty words"" while humanity stares down ""a mass extinction.""","V roce, kdy ve svém rodném Švédsku uspořádala školní protesty, aby protestovaly proti změně klimatu, bylo environmentální křížové výpravě Grety Thunbergové nevyhnutelné a vyvrcholilo v pondělí rozzlobeným a vášnivým projevem před summitem OSN o změně klimatu, ve kterém obviňovala politiky, aby ji ukradli. “ sny ""a její"" dětství ""s"" prázdnými slovy "", zatímco lidstvo zírá dolů"" hromadné vyhynutí "".","V roce, ve kterém uspořádala školní protesty proti změnám klimatu ve svém rodném Švédsku, byla environmentální křížová výprava Grety Thunbergové nevyhnutelná a vyvrcholila v pondělí rozzlobeným a vášnivým projevem před shromážděním OSN, ve kterém obvinila politiky, že jí ukradli „sny“ a její „dětství“ svými „prázdnými slovy“, zatímco lidstvo sleduje „hromadné vymírání“."
14,14,2,"Thunberg's grim pronouncements have earned her savage criticism, and glowing praise. New York Magazine called her ""the Joan of Arc of climate change,"" while The Guardian ranked her speech alongside President Lincoln's Gettysburg Address for its historical significance.","Thunbergovy pochmurná prohlášení vynesly její divokou kritiku a zářící chválu. New York Magazine ji nazval „Joanem z Arku v souvislosti se změnou klimatu“, zatímco The Guardian zařadila její řeč vedle Gettysburgovy adresy prezidenta Lincolna pro svůj historický význam.","Pochmurné výroky vynesly Thunbergové ostrou kritiku i nadšenou chválu. New York Magazine ji nazval „Johankou z Arku klimatických změn“, zatímco The Guardian zařadil její projev vedle projevu prezidenta Lincolna v Gettysburgu mezi historicky významné mezníky."
14,14,3,"Then again, they said the same about Severn Cullis-Suzuki in 1992. Long before Thunberg deadpanned to parliamentarians that ""we probably don't even have a future any more,"" and netizens tore each other to shreds attacking and defending her, 12-year-old Cullis-Suzuki became known as the ""The girl who silenced the world for five minutes"" when she delivered a similar sermon before the UN Earth Summit in Rio de Janeiro.","Pak znovu řekli to samé o Severn Cullis-Suzuki v roce 1992. Dlouho předtím, než Thunberg zemřel poslancům, že „už pravděpodobně nebudeme mít budoucnost,“ a Netizens se navzájem roztrhali, aby na ni zaútočili a bránili ji, 12- letošní Cullis-Suzuki se stala známou jako „Dívka, která umlčovala svět pět minut“, když před summitem Země OSN v Rio de Janeiru vydala podobné kázání.","To samé ale již bylo vyřčeno o Severn Cullis-Suzukiové v roce 1992. Dlouho předtím, než Thunbergová říkala s kamennou tváří poslancům, že „nás pravděpodobně nečeká žádná budoucnost,“ a uživatelé Internetu se navzájem málem roztrhali, jak na ni útočili nebo ji naopak bránili, 12letá Cullis-Suzukiová se stala známou jako „Dívka, která na pět minut umlčela svět“, když na summitu OSN v Rio de Janeiru přednesla podobný projev."
14,14,4,"The tone of Cullis-Suzuki's speech is strikingly similar to Thunberg's. ""We've come...to tell you adults that you must change your ways,"" she opened, just like Thunberg told the assembled adults ""we will not let you get away with this.""","Tón projevu Cullis-Suzuki je nápadně podobný Thunbergově řeči. „Přišli jsme, abychom vám řekli dospělým, že musíte změnit své způsoby,“ otevřela se, stejně jako Thunberg řekla shromážděným dospělým, „s tím vám to nedovolíme.“","Tón projevu Cullis-Suzukiové je nápadně podobný Thunbergové. „Přišli jsme, abychom řekli vám dospělým, že musíte změnit své jednání,“ hovořila, stejně jako Thunbergová řekla na shromáždění, „nenecháme vás utéct bez následků.“"
