id_hal,Translation_id,line_id,source,translation,postedition,translation_tokenized,translation_word_offset,postedition_tokenized,postedition_word_offset
7,7,2,"Investments in liquefied natural gas since the start of the year have hit an all-time high of $50 billion, the International Energy Agency's head, Fatih Birol, told an industry conference.","Investice do zkapalněného zemního plynu od začátku roku dosáhly rekordně vysokých 50 miliard dolarů, uvedl ředitel Mezinárodní energetické agentury Fatih Birol na průmyslové konferenci.","Investice do zkapalněného zemního plynu (LNG) od začátku roku dosáhly rekordních 50 miliard dolarů, uvedl ředitel Mezinárodní energetické agentury Fatih Birol na průmyslové konferenci.","['Investice', 'do', 'zkapalněného', 'zemního', 'plynu', 'od', 'začátku', 'roku', 'dosáhly', 'rekordně', 'vysokých', '50', 'miliard', 'dolarů,', 'uvedl', 'ředitel', 'Mezinárodní', 'energetické', 'agentury', 'Fatih', 'Birol', 'na', 'průmyslové', 'konferenci.']","[(0, 9), (9, 12), (12, 25), (25, 33), (33, 39), (39, 42), (42, 50), (50, 55), (55, 63), (63, 72), (72, 81), (81, 84), (84, 92), (92, 100), (100, 106), (106, 114), (114, 126), (126, 138), (138, 147), (147, 153), (153, 159), (159, 162), (162, 173), (173, 185)]","['Investice', 'do', 'zkapalněného', 'zemního', 'plynu', '(LNG)', 'od', 'začátku', 'roku', 'dosáhly', 'rekordních', '50', 'miliard', 'dolarů,', 'uvedl', 'ředitel', 'Mezinárodní', 'energetické', 'agentury', 'Fatih', 'Birol', 'na', 'průmyslové', 'konferenci.']","[(0, 9), (9, 12), (12, 25), (25, 33), (33, 39), (39, 45), (45, 48), (48, 56), (56, 61), (61, 69), (69, 80), (80, 83), (83, 91), (91, 99), (99, 105), (105, 113), (113, 125), (125, 137), (137, 146), (146, 152), (152, 158), (158, 161), (161, 172), (172, 184)]"
7,7,3,"""This year, 2019 already broke the highest amount of (final investment decisions) for the first time ever, $50 billion,"" Birol told the LNG Producer-Consumer conference in Tokyo, as quoted by Reuters.","„Letos 2019 poprvé zlomil nejvyšší částku (konečná investiční rozhodnutí) poprvé, 50 miliard dolarů,“ řekl Birol na konferenci producentů a spotřebitelů LNG v Tokiu, jak uvedla agentura Reuters.","„Letošní rok (2019) překonal nejvyšší částku (konečných investičních rozhodnutí) vůbec poprvé, 50 miliard dolarů,“ řekl Birol na konferenci Producent-spotřebitel v Tokiu, jak uvedla agentura Reuters.","['„Letos', '2019', 'poprvé', 'zlomil', 'nejvyšší', 'částku', '(konečná', 'investiční', 'rozhodnutí)', 'poprvé,', '50', 'miliard', 'dolarů,“', 'řekl', 'Birol', 'na', 'konferenci', 'producentů', 'a', 'spotřebitelů', 'LNG', 'v', 'Tokiu,', 'jak', 'uvedla', 'agentura', 'Reuters.']","[(0, 6), (6, 11), (11, 18), (18, 25), (25, 34), (34, 41), (41, 50), (50, 61), (61, 73), (73, 81), (81, 84), (84, 92), (92, 101), (101, 106), (106, 112), (112, 115), (115, 126), (126, 137), (137, 139), (139, 152), (152, 156), (156, 158), (158, 165), (165, 169), (169, 176), (176, 185), (185, 194)]","['„Letošní', 'rok', '(2019)', 'překonal', 'nejvyšší', 'částku', '(konečných', 'investičních', 'rozhodnutí)', 'vůbec', 'poprvé,', '50', 'miliard', 'dolarů,“', 'řekl', 'Birol', 'na', 'konferenci', 'Producent-spotřebitel', 'v', 'Tokiu,', 'jak', 'uvedla', 'agentura', 'Reuters.']","[(0, 8), (8, 12), (12, 19), (19, 28), (28, 37), (37, 44), (44, 55), (55, 68), (68, 80), (80, 86), (86, 94), (94, 97), (97, 105), (105, 114), (114, 119), (119, 125), (125, 128), (128, 139), (139, 161), (161, 163), (163, 170), (170, 174), (174, 181), (181, 190), (190, 199)]"
7,7,4,"Unsurprisingly, the driver of this growth in investments is growing demand for the fuel in Asia, with China still expected to overtake Japan as the world's top importer of LNG.","Není překvapením, že hnací silou tohoto růstu investic je rostoucí poptávka po palivu v Asii, přičemž Čína stále očekává, že předběhne Japonsko jako světový špičkový dovozce LNG.","Není divu, že hnací silou tohoto růstu investic je stoupající poptávka po palivu v Asii, přičemž Čína stále očekává, že předběhne Japonsko jako prvotřídní světový dovozce LNG.","['Není', 'překvapením,', 'že', 'hnací', 'silou', 'tohoto', 'růstu', 'investic', 'je', 'rostoucí', 'poptávka', 'po', 'palivu', 'v', 'Asii,', 'přičemž', 'Čína', 'stále', 'očekává,', 'že', 'předběhne', 'Japonsko', 'jako', 'světový', 'špičkový', 'dovozce', 'LNG.']","[(0, 4), (4, 17), (17, 20), (20, 26), (26, 32), (32, 39), (39, 45), (45, 54), (54, 57), (57, 66), (66, 75), (75, 78), (78, 85), (85, 87), (87, 93), (93, 101), (101, 106), (106, 112), (112, 121), (121, 124), (124, 134), (134, 143), (143, 148), (148, 156), (156, 165), (165, 173), (173, 178)]","['Není', 'divu,', 'že', 'hnací', 'silou', 'tohoto', 'růstu', 'investic', 'je', 'stoupající', 'poptávka', 'po', 'palivu', 'v', 'Asii,', 'přičemž', 'Čína', 'stále', 'očekává,', 'že', 'předběhne', 'Japonsko', 'jako', 'prvotřídní', 'světový', 'dovozce', 'LNG.']","[(0, 4), (4, 10), (10, 13), (13, 19), (19, 25), (25, 32), (32, 38), (38, 47), (47, 50), (50, 61), (61, 70), (70, 73), (73, 80), (80, 82), (82, 88), (88, 96), (96, 101), (101, 107), (107, 116), (116, 119), (119, 129), (129, 138), (138, 143), (143, 154), (154, 162), (162, 170), (170, 175)]"
7,7,5,"""The biggest growth is coming from China. In the next five years, about one-third of global LNG demand will come from China alone,"" Birol said. He added that in five years, China will become the largest importer of the fuel.","""Největší růst přichází z Číny. V příštích pěti letech přijde asi jedna třetina celosvětové poptávky po LNG pouze z Číny,"" uvedla Birol. Dodal, že za pět let se Čína stane největším dovozcem paliva.","„Největší nárůst přichází z Číny. V příštích pěti letech bude asi jedna třetina celosvětové poptávky po LNG pocházet pouze z Číny,“ uvedl Birol. Dodal, že během pěti let se Čína stane největším dovozcem paliva.","['""Největší', 'růst', 'přichází', 'z', 'Číny.', 'V', 'příštích', 'pěti', 'letech', 'přijde', 'asi', 'jedna', 'třetina', 'celosvětové', 'poptávky', 'po', 'LNG', 'pouze', 'z', 'Číny,""', 'uvedla', 'Birol.', 'Dodal,', 'že', 'za', 'pět', 'let', 'se', 'Čína', 'stane', 'největším', 'dovozcem', 'paliva.']","[(0, 9), (9, 14), (14, 23), (23, 25), (25, 31), (31, 33), (33, 42), (42, 47), (47, 54), (54, 61), (61, 65), (65, 71), (71, 79), (79, 91), (91, 100), (100, 103), (103, 107), (107, 113), (113, 115), (115, 122), (122, 129), (129, 136), (136, 143), (143, 146), (146, 149), (149, 153), (153, 157), (157, 160), (160, 165), (165, 171), (171, 181), (181, 190), (190, 198)]","['„Největší', 'nárůst', 'přichází', 'z', 'Číny.', 'V', 'příštích', 'pěti', 'letech', 'bude', 'asi', 'jedna', 'třetina', 'celosvětové', 'poptávky', 'po', 'LNG', 'pocházet', 'pouze', 'z', 'Číny,“', 'uvedl', 'Birol.', 'Dodal,', 'že', 'během', 'pěti', 'let', 'se', 'Čína', 'stane', 'největším', 'dovozcem', 'paliva.']","[(0, 9), (9, 16), (16, 25), (25, 27), (27, 33), (33, 35), (35, 44), (44, 49), (49, 56), (56, 61), (61, 65), (65, 71), (71, 79), (79, 91), (91, 100), (100, 103), (103, 107), (107, 116), (116, 122), (122, 124), (124, 131), (131, 137), (137, 144), (144, 151), (151, 154), (154, 160), (160, 165), (165, 169), (169, 172), (172, 177), (177, 183), (183, 193), (193, 202), (202, 210)]"
7,7,6,"As for the growth in investments, there are no surprises there, either. The bulk of these has been made in the United States and Canada.","Pokud jde o růst investic, neexistují ani žádná překvapení. Většina z nich byla vyrobena ve Spojených státech a Kanadě.","Pokud jde o růst investic, ani tato oblast nepřinesla nic neočekávaného. K většině z nich došlo ve Spojených státech a Kanadě.","['Pokud', 'jde', 'o', 'růst', 'investic,', 'neexistují', 'ani', 'žádná', 'překvapení.', 'Většina', 'z', 'nich', 'byla', 'vyrobena', 've', 'Spojených', 'státech', 'a', 'Kanadě.']","[(0, 5), (5, 9), (9, 11), (11, 16), (16, 26), (26, 37), (37, 41), (41, 47), (47, 59), (59, 67), (67, 69), (69, 74), (74, 79), (79, 88), (88, 91), (91, 101), (101, 109), (109, 111), (111, 119)]","['Pokud', 'jde', 'o', 'růst', 'investic,', 'ani', 'tato', 'oblast', 'nepřinesla', 'nic', 'neočekávaného.', 'K', 'většině', 'z', 'nich', 'došlo', 've', 'Spojených', 'státech', 'a', 'Kanadě.']","[(0, 5), (5, 9), (9, 11), (11, 16), (16, 26), (26, 30), (30, 35), (35, 42), (42, 53), (53, 57), (57, 72), (72, 74), (74, 82), (82, 84), (84, 89), (89, 95), (95, 98), (98, 108), (108, 116), (116, 118), (118, 126)]"
7,7,7,"In a December 2018 report the Energy Information Administration said it expected the United States"" LNG export capacity to double by the end of this year to 8.9 billion cu ft daily. This will make the US the third-largest exporter of LNG in terms of capacity after Qatar and Australia. By 2030, US LNG exports are estimated to reach 17 billion cu ft daily, from some 3 billion cu ft at the start of 2019.","Ve zprávě z prosince 2018 Správa energetických informací uvedla, že očekává, že se exportní kapacita LNG ve Spojených státech do konce letošního roku zdvojnásobí na 8,9 miliard cu ft denně. Díky tomu bude USA z hlediska kapacity třetím největším vývozcem LNG. po Kataru a Austrálii. Odhaduje se, že do roku 2030 bude vývoz LNG v USA dosahovat 17 miliard cu ft denně, z přibližně 3 miliard cu ft na začátku roku 2019.","Ve zprávě z prosince 2018 Správa energetických informací uvedla, že očekává zdvojnásobení exportní kapacity LNG ve Spojených státech do konce letošního roku na 8,9 miliardy kubických stop denně. Díky tomu budou USA z hlediska kapacity třetím největším vývozcem LNG po Kataru a Austrálii. Odhaduje se, že do roku 2030 bude vývoz LNG v USA dosahovat 17 miliard kubických stop denně, ze současných 3 miliard kubických stop na začátku roku 2019.","['Ve', 'zprávě', 'z', 'prosince', '2018', 'Správa', 'energetických', 'informací', 'uvedla,', 'že', 'očekává,', 'že', 'se', 'exportní', 'kapacita', 'LNG', 've', 'Spojených', 'státech', 'do', 'konce', 'letošního', 'roku', 'zdvojnásobí', 'na', '8,9', 'miliard', 'cu', 'ft', 'denně.', 'Díky', 'tomu', 'bude', 'USA', 'z', 'hlediska', 'kapacity', 'třetím', 'největším', 'vývozcem', 'LNG.', 'po', 'Kataru', 'a', 'Austrálii.', 'Odhaduje', 'se,', 'že', 'do', 'roku', '2030', 'bude', 'vývoz', 'LNG', 'v', 'USA', 'dosahovat', '17', 'miliard', 'cu', 'ft', 'denně,', 'z', 'přibližně', '3', 'miliard', 'cu', 'ft', 'na', 'začátku', 'roku', '2019.']","[(0, 2), (2, 9), (9, 11), (11, 20), (20, 25), (25, 32), (32, 46), (46, 56), (56, 64), (64, 67), (67, 76), (76, 79), (79, 82), (82, 91), (91, 100), (100, 104), (104, 107), (107, 117), (117, 125), (125, 128), (128, 134), (134, 144), (144, 149), (149, 161), (161, 164), (164, 168), (168, 176), (176, 179), (179, 182), (182, 189), (189, 194), (194, 199), (199, 204), (204, 208), (208, 210), (210, 219), (219, 228), (228, 235), (235, 245), (245, 254), (254, 259), (259, 262), (262, 269), (269, 271), (271, 282), (282, 291), (291, 295), (295, 298), (298, 301), (301, 306), (306, 311), (311, 316), (316, 322), (322, 326), (326, 328), (328, 332), (332, 342), (342, 345), (345, 353), (353, 356), (356, 359), (359, 366), (366, 368), (368, 378), (378, 380), (380, 388), (388, 391), (391, 394), (394, 397), (397, 405), (405, 410), (410, 416)]","['Ve', 'zprávě', 'z', 'prosince', '2018', 'Správa', 'energetických', 'informací', 'uvedla,', 'že', 'očekává', 'zdvojnásobení', 'exportní', 'kapacity', 'LNG', 've', 'Spojených', 'státech', 'do', 'konce', 'letošního', 'roku', 'na', '8,9', 'miliardy', 'kubických', 'stop', 'denně.', 'Díky', 'tomu', 'budou', 'USA', 'z', 'hlediska', 'kapacity', 'třetím', 'největším', 'vývozcem', 'LNG', 'po', 'Kataru', 'a', 'Austrálii.', 'Odhaduje', 'se,', 'že', 'do', 'roku', '2030', 'bude', 'vývoz', 'LNG', 'v', 'USA', 'dosahovat', '17', 'miliard', 'kubických', 'stop', 'denně,', 'ze', 'současných', '3', 'miliard', 'kubických', 'stop', 'na', 'začátku', 'roku', '2019.']","[(0, 2), (2, 9), (9, 11), (11, 20), (20, 25), (25, 32), (32, 46), (46, 56), (56, 64), (64, 67), (67, 75), (75, 89), (89, 98), (98, 107), (107, 111), (111, 114), (114, 124), (124, 132), (132, 135), (135, 141), (141, 151), (151, 156), (156, 159), (159, 163), (163, 172), (172, 182), (182, 187), (187, 194), (194, 199), (199, 204), (204, 210), (210, 214), (214, 216), (216, 225), (225, 234), (234, 241), (241, 251), (251, 260), (260, 264), (264, 267), (267, 274), (274, 276), (276, 287), (287, 296), (296, 300), (300, 303), (303, 306), (306, 311), (311, 316), (316, 321), (321, 327), (327, 331), (331, 333), (333, 337), (337, 347), (347, 350), (350, 358), (358, 368), (368, 373), (373, 380), (380, 383), (383, 394), (394, 396), (396, 404), (404, 414), (414, 419), (419, 422), (422, 430), (430, 435), (435, 441)]"
7,7,8,"In Canada, there is just one LNG project under development right now - LNG Canada - but it could have a final capacity of 28 million tons of the fuel annually. The US$31-billion project is led by Shell, with minority participants including Petronas, PetroChina, Mitsubishi, and Kogas.","V Kanadě se právě vyvíjí pouze jeden projekt LNG - LNG Kanada - ale může mít konečnou kapacitu 28 milionů tun paliva ročně. Projekt v hodnotě 31 miliard USD je veden společností Shell s účastníky menšin včetně Petronas, PetroChina, Mitsubishi a Kogas.","V Kanadě se momentálně vyvíjí pouze jeden projekt LNG – LNG Kanada – ale konečná kapacita může být až 28 milionů tun paliva ročně. Projekt v hodnotě 31 miliard USD řídí společnost Shell za účasti menších podniků, jako jsou Petronas, PetroChina, Mitsubishi a Kogas.","['V', 'Kanadě', 'se', 'právě', 'vyvíjí', 'pouze', 'jeden', 'projekt', 'LNG', '-', 'LNG', 'Kanada', '-', 'ale', 'může', 'mít', 'konečnou', 'kapacitu', '28', 'milionů', 'tun', 'paliva', 'ročně.', 'Projekt', 'v', 'hodnotě', '31', 'miliard', 'USD', 'je', 'veden', 'společností', 'Shell', 's', 'účastníky', 'menšin', 'včetně', 'Petronas,', 'PetroChina,', 'Mitsubishi', 'a', 'Kogas.']","[(0, 1), (1, 8), (8, 11), (11, 17), (17, 24), (24, 30), (30, 36), (36, 44), (44, 48), (48, 50), (50, 54), (54, 61), (61, 63), (63, 67), (67, 72), (72, 76), (76, 85), (85, 94), (94, 97), (97, 105), (105, 109), (109, 116), (116, 123), (123, 131), (131, 133), (133, 141), (141, 144), (144, 152), (152, 156), (156, 159), (159, 165), (165, 177), (177, 183), (183, 185), (185, 195), (195, 202), (202, 209), (209, 219), (219, 231), (231, 242), (242, 244), (244, 251)]","['V', 'Kanadě', 'se', 'momentálně', 'vyvíjí', 'pouze', 'jeden', 'projekt', 'LNG', '–', 'LNG', 'Kanada', '–', 'ale', 'konečná', 'kapacita', 'může', 'být', 'až', '28', 'milionů', 'tun', 'paliva', 'ročně.', 'Projekt', 'v', 'hodnotě', '31', 'miliard', 'USD', 'řídí', 'společnost', 'Shell', 'za', 'účasti', 'menších', 'podniků,', 'jako', 'jsou', 'Petronas,', 'PetroChina,', 'Mitsubishi', 'a', 'Kogas.']","[(0, 1), (1, 8), (8, 11), (11, 22), (22, 29), (29, 35), (35, 41), (41, 49), (49, 53), (53, 55), (55, 59), (59, 66), (66, 68), (68, 72), (72, 80), (80, 89), (89, 94), (94, 98), (98, 101), (101, 104), (104, 112), (112, 116), (116, 123), (123, 130), (130, 138), (138, 140), (140, 148), (148, 151), (151, 159), (159, 163), (163, 168), (168, 179), (179, 185), (185, 188), (188, 195), (195, 203), (203, 212), (212, 217), (217, 222), (222, 232), (232, 244), (244, 255), (255, 257), (257, 264)]"
13,13,1,Jonathan Van Ness Just Hung Out With Nancy Pelosi And They've Got A Plan,Jonathan Van Ness právě vyrazil s Nancy Pelosi a dostali plán,"Jonathan Van Ness se setkal s Nancy Pelosiovou, mají plán","['Jonathan', 'Van', 'Ness', 'právě', 'vyrazil', 's', 'Nancy', 'Pelosi', 'a', 'dostali', 'plán']","[(0, 8), (8, 12), (12, 17), (17, 23), (23, 31), (31, 33), (33, 39), (39, 46), (46, 48), (48, 56), (56, 61)]","['Jonathan', 'Van', 'Ness', 'se', 'setkal', 's', 'Nancy', 'Pelosiovou,', 'mají', 'plán']","[(0, 8), (8, 12), (12, 17), (17, 20), (20, 27), (27, 29), (29, 35), (35, 47), (47, 52), (52, 57)]"
13,13,2,"""Queer Eye"" star Jonathan Van Ness strutted his stuff on Capitol Hill on Thursday, joining forces with House Speaker Nancy Pelosi (D-Calif.) to discuss the Equality Act.","Hvězda „Queer Eye“ Jonathan Van Ness ve čtvrtek natáhla své věci na Capitol Hill a spojila své síly s House Speaker Nancy Pelosi (D-Calif.), Aby diskutovala o zákonu o rovnosti.","Hvězda televizního programu „Queer Eye“ Jonathan Van Ness ve čtvrtek přišel se svými věcmi na Capitol Hill a sešel se s předsedkyní Sněmovny reprezentantů Nancy Pelosiovou (dep.Kalif.), aby společně projednali zákon o rovnosti.","['Hvězda', '„Queer', 'Eye“', 'Jonathan', 'Van', 'Ness', 've', 'čtvrtek', 'natáhla', 'své', 'věci', 'na', 'Capitol', 'Hill', 'a', 'spojila', 'své', 'síly', 's', 'House', 'Speaker', 'Nancy', 'Pelosi', '(D-Calif.),', 'Aby', 'diskutovala', 'o', 'zákonu', 'o', 'rovnosti.']","[(0, 6), (6, 13), (13, 18), (18, 27), (27, 31), (31, 36), (36, 39), (39, 47), (47, 55), (55, 59), (59, 64), (64, 67), (67, 75), (75, 80), (80, 82), (82, 90), (90, 94), (94, 99), (99, 101), (101, 107), (107, 115), (115, 121), (121, 128), (128, 140), (140, 144), (144, 156), (156, 158), (158, 165), (165, 167), (167, 177)]","['Hvězda', 'televizního', 'programu', '„Queer', 'Eye“', 'Jonathan', 'Van', 'Ness', 've', 'čtvrtek', 'přišel', 'se', 'svými', 'věcmi', 'na', 'Capitol', 'Hill', 'a', 'sešel', 'se', 's', 'předsedkyní', 'Sněmovny', 'reprezentantů', 'Nancy', 'Pelosiovou', '(dep.Kalif.),', 'aby', 'společně', 'projednali', 'zákon', 'o', 'rovnosti.']","[(0, 6), (6, 18), (18, 27), (27, 34), (34, 39), (39, 48), (48, 52), (52, 57), (57, 60), (60, 68), (68, 75), (75, 78), (78, 84), (84, 90), (90, 93), (93, 101), (101, 106), (106, 108), (108, 114), (114, 117), (117, 119), (119, 131), (131, 140), (140, 154), (154, 160), (160, 171), (171, 185), (185, 189), (189, 198), (198, 209), (209, 215), (215, 217), (217, 227)]"
13,13,3,"The Equality Act would extend nondiscrimination protections to LGBTQ individuals in credit, education, employment, housing, federal financial assistance, jury service and public accommodations.","Zákon o rovnosti by rozšířil nediskriminační ochranu na osoby LGBTQ v oblasti úvěrů, vzdělávání, zaměstnání, bydlení, federální finanční pomoci, poroty a veřejného ubytování.","Zákon o rovnosti by rozšířil ochranu proti diskriminaci pro osoby s menšinovým sexuálním zaměřením v oblasti úvěrů, vzdělávání, zaměstnání, bydlení, federální finanční pomoci, soudnictví a veřejného ubytování.","['Zákon', 'o', 'rovnosti', 'by', 'rozšířil', 'nediskriminační', 'ochranu', 'na', 'osoby', 'LGBTQ', 'v', 'oblasti', 'úvěrů,', 'vzdělávání,', 'zaměstnání,', 'bydlení,', 'federální', 'finanční', 'pomoci,', 'poroty', 'a', 'veřejného', 'ubytování.']","[(0, 5), (5, 7), (7, 16), (16, 19), (19, 28), (28, 44), (44, 52), (52, 55), (55, 61), (61, 67), (67, 69), (69, 77), (77, 84), (84, 96), (96, 108), (108, 117), (117, 127), (127, 136), (136, 144), (144, 151), (151, 153), (153, 163), (163, 174)]","['Zákon', 'o', 'rovnosti', 'by', 'rozšířil', 'ochranu', 'proti', 'diskriminaci', 'pro', 'osoby', 's', 'menšinovým', 'sexuálním', 'zaměřením', 'v', 'oblasti', 'úvěrů,', 'vzdělávání,', 'zaměstnání,', 'bydlení,', 'federální', 'finanční', 'pomoci,', 'soudnictví', 'a', 'veřejného', 'ubytování.']","[(0, 5), (5, 7), (7, 16), (16, 19), (19, 28), (28, 36), (36, 42), (42, 55), (55, 59), (59, 65), (65, 67), (67, 78), (78, 88), (88, 98), (98, 100), (100, 108), (108, 115), (115, 127), (127, 139), (139, 148), (148, 158), (158, 167), (167, 175), (175, 186), (186, 188), (188, 198), (198, 209)]"
13,13,4,The bill would amend the Civil Rights Act of 1964 to include sexual orientation and gender identity to the list of already protected classes.,"Návrh zákona by změnil zákon o občanských právech z roku 1964 tak, aby zahrnoval sexuální orientaci a genderovou identitu do seznamu již chráněných tříd.","Návrh zákona by pozměnil původní zákon o občanských právech z roku 1964 v tom smyslu, že by zahrnoval také sexuální orientaci a genderovou identitu do seznamu již chráněných kategorií.","['Návrh', 'zákona', 'by', 'změnil', 'zákon', 'o', 'občanských', 'právech', 'z', 'roku', '1964', 'tak,', 'aby', 'zahrnoval', 'sexuální', 'orientaci', 'a', 'genderovou', 'identitu', 'do', 'seznamu', 'již', 'chráněných', 'tříd.']","[(0, 5), (5, 12), (12, 15), (15, 22), (22, 28), (28, 30), (30, 41), (41, 49), (49, 51), (51, 56), (56, 61), (61, 66), (66, 70), (70, 80), (80, 89), (89, 99), (99, 101), (101, 112), (112, 121), (121, 124), (124, 132), (132, 136), (136, 147), (147, 153)]","['Návrh', 'zákona', 'by', 'pozměnil', 'původní', 'zákon', 'o', 'občanských', 'právech', 'z', 'roku', '1964', 'v', 'tom', 'smyslu,', 'že', 'by', 'zahrnoval', 'také', 'sexuální', 'orientaci', 'a', 'genderovou', 'identitu', 'do', 'seznamu', 'již', 'chráněných', 'kategorií.']","[(0, 5), (5, 12), (12, 15), (15, 24), (24, 32), (32, 38), (38, 40), (40, 51), (51, 59), (59, 61), (61, 66), (66, 71), (71, 73), (73, 77), (77, 85), (85, 88), (88, 91), (91, 101), (101, 106), (106, 115), (115, 125), (125, 127), (127, 138), (138, 147), (147, 150), (150, 158), (158, 162), (162, 173), (173, 184)]"
13,13,5,"Van Ness, who recently publicly came out as HIV positive, first shared a video of himself cat-walking in the Capitol, explaining in his caption that he'd met with the House speaker to talk Equality Act, living with HIV and access to PrEP (an HIV preventative medication):","Van Ness, který nedávno veřejně vyšel jako HIV pozitivní, se nejprve podělil o video své kočky, která chodila v Capitolu, a ve svém titulku vysvětlil, že se setkal s mluvčím domu, aby mluvil o zákoně o rovnosti, žil s HIV a přístup k PrEP. (preventivní léky proti HIV):","Van Ness, který nedávno veřejně přiznal, že je HIV pozitivní, se nejprve podělil o video své kočky, jak chodí po Capitolu, kde v titulku vysvětlil, že se setkal s mluvčí Bílého domu, aby prodiskutovali zákon o rovnosti, život s HIV a přístup k PrEP (léky na prevenci proti HIV):","['Van', 'Ness,', 'který', 'nedávno', 'veřejně', 'vyšel', 'jako', 'HIV', 'pozitivní,', 'se', 'nejprve', 'podělil', 'o', 'video', 'své', 'kočky,', 'která', 'chodila', 'v', 'Capitolu,', 'a', 've', 'svém', 'titulku', 'vysvětlil,', 'že', 'se', 'setkal', 's', 'mluvčím', 'domu,', 'aby', 'mluvil', 'o', 'zákoně', 'o', 'rovnosti,', 'žil', 's', 'HIV', 'a', 'přístup', 'k', 'PrEP.', '(preventivní', 'léky', 'proti', 'HIV):']","[(0, 3), (3, 9), (9, 15), (15, 23), (23, 31), (31, 37), (37, 42), (42, 46), (46, 57), (57, 60), (60, 68), (68, 76), (76, 78), (78, 84), (84, 88), (88, 95), (95, 101), (101, 109), (109, 111), (111, 121), (121, 123), (123, 126), (126, 131), (131, 139), (139, 150), (150, 153), (153, 156), (156, 163), (163, 165), (165, 173), (173, 179), (179, 183), (183, 190), (190, 192), (192, 199), (199, 201), (201, 211), (211, 215), (215, 217), (217, 221), (221, 223), (223, 231), (231, 233), (233, 239), (239, 252), (252, 257), (257, 263), (263, 269)]","['Van', 'Ness,', 'který', 'nedávno', 'veřejně', 'přiznal,', 'že', 'je', 'HIV', 'pozitivní,', 'se', 'nejprve', 'podělil', 'o', 'video', 'své', 'kočky,', 'jak', 'chodí', 'po', 'Capitolu,', 'kde', 'v', 'titulku', 'vysvětlil,', 'že', 'se', 'setkal', 's', 'mluvčí', 'Bílého', 'domu,', 'aby', 'prodiskutovali', 'zákon', 'o', 'rovnosti,', 'život', 's', 'HIV', 'a', 'přístup', 'k', 'PrEP', '(léky', 'na', 'prevenci', 'proti', 'HIV):']","[(0, 3), (3, 9), (9, 15), (15, 23), (23, 31), (31, 40), (40, 43), (43, 46), (46, 50), (50, 61), (61, 64), (64, 72), (72, 80), (80, 82), (82, 88), (88, 92), (92, 99), (99, 103), (103, 109), (109, 112), (112, 122), (122, 126), (126, 128), (128, 136), (136, 147), (147, 150), (150, 153), (153, 160), (160, 162), (162, 169), (169, 176), (176, 182), (182, 186), (186, 201), (201, 207), (207, 209), (209, 219), (219, 225), (225, 227), (227, 231), (231, 233), (233, 241), (241, 243), (243, 248), (248, 254), (254, 257), (257, 266), (266, 272), (272, 278)]"
